no;year;countyreal;lpop;lemp;first.treat;treat
17331;2004;49003;3.755252229;6.792344427;0;0
17332;2005;49003;3.755252229;6.796823718;0;0
17333;2006;49003;3.755252229;6.826545224;0;0
17334;2007;49003;3.755252229;6.930494766;0;0
17355;2003;49011;5.476438447;8.522578664;0;0
17356;2004;49011;5.476438447;8.494129252;0;0
17357;2005;49011;5.476438447;8.519590316;0;0
17358;2006;49011;5.476438447;8.591929538;0;0
17237;2007;49011;5.476438447;8.690978417;0;0
17275;2003;49023;2.108757596;5.293304825;0;0
17276;2004;49023;2.108757596;5.220355825;0;0
17277;2005;49023;2.108757596;5.278114659;0;0
17278;2006;49023;2.108757596;5.463831805;0;0
17279;2007;49023;2.108757596;5.488937726;0;0
17310;2003;49037;2.668130577;5.017279837;0;0
17311;2004;49037;2.668130577;5.129898715;0;0
17312;2005;49037;2.668130577;5.075173815;0;0
17313;2006;49037;2.668130577;5.236441963;0;0
17314;2007;49037;2.668130577;5.010635294;0;0
17247;2003;49053;4.503735288;7.841099765;0;0
17248;2004;49053;4.503735288;7.827639546;0;0
17249;2005;49053;4.503735288;7.928406026;0;0
17250;2006;49053;4.503735288;8.061802275;0;0
17251;2007;49053;4.503735288;8.089789176;0;0
18222;2003;51003;4.372430741;7.080867897;0;0
18223;2004;51003;4.372430741;7.120444372;0;0
18224;2005;51003;4.372430741;7.069874128;0;0
18225;2006;51003;4.372430741;7.189167738;0;0
18226;2007;51003;4.372430741;7.279318835;0;0
18264;2003;51015;4.183804328;6.469250317;0;0
18265;2004;51015;4.183804328;6.393590754;0;0
18266;2005;51015;4.183804328;6.464588304;0;0
18267;2006;51015;4.183804328;6.49677499;0;0
18268;2007;51015;4.183804328;6.484635236;0;0
18271;2003;51017;1.618992125;2.890371758;0;0
18272;2004;51017;1.618992125;2.397895273;0;0
18273;2005;51017;1.618992125;2.772588722;0;0
18274;2006;51017;1.618992125;2.564949357;0;0
18275;2007;51017;1.618992125;2.302585093;0;0
18278;2003;51019;4.100508857;5.805134969;0;0
18279;2004;51019;4.100508857;5.823045895;0;0
18280;2005;51019;4.100508857;5.897153868;0;0
18281;2006;51019;4.100508857;5.945420609;0;0
18282;2007;51019;4.100508857;5.883322388;0;0
18292;2003;51023;3.417595527;5.564520407;0;0
18293;2004;51023;3.417595527;5.509388337;0;0
18294;2005;51023;3.417595527;5.655991811;0;0
18295;2006;51023;3.417595527;5.894402834;0;0
18296;2007;51023;3.417595527;5.983936281;0;0
18299;2003;51025;2.913382741;4.644390899;0;0
18300;2004;51025;2.913382741;4.543294782;0;0
18301;2005;51025;2.913382741;4.564348191;0;0
18302;2006;51025;2.913382741;4.543294782;0;0
18303;2007;51025;2.913382741;4.615120517;0;0
17423;2003;51041;5.560308484;8.498010372;0;0
17424;2004;51041;5.560308484;8.508757713;0;0
17425;2005;51041;5.560308484;8.531293316;0;0
17426;2006;51041;5.560308484;8.573951525;0;0
17427;2007;51041;5.560308484;8.562548893;0;0
17404;2003;51047;3.534036868;6.045005314;0;0
17405;2004;51047;3.534036868;6.137727054;0;0
17406;2005;51047;3.534036868;6.177944114;0;0
17407;2006;51047;3.534036868;6.240275845;0;0
17408;2007;51047;3.534036868;6.282266747;0;0
17465;2003;51053;3.20001915;5.459585514;0;0
17466;2004;51053;3.20001915;5.424950017;0;0
17467;2005;51053;3.20001915;5.262690189;0;0
17468;2006;51053;3.20001915;5.398162702;0;0
17469;2007;51053;3.20001915;5.468060141;0;0
17479;2003;51059;6.877037275;9.394992544;0;0
17440;2004;51059;6.877037275;9.386811515;0;0
17441;2005;51059;6.877037275;9.452972776;0;0
17442;2006;51059;6.877037275;9.492205559;0;0
17443;2007;51059;6.877037275;9.475393326;0;0
17446;2003;51061;4.00985727;6.711740395;0;0
17447;2004;51061;4.00985727;6.770789424;0;0
17448;2005;51061;4.00985727;6.747586527;0;0
17449;2006;51061;4.00985727;6.760414691;0;0
17450;2007;51061;4.00985727;6.866933284;0;0
17745;2003;51077;2.885749983;4.060443011;0;0
17746;2004;51077;2.885749983;4.262679877;0;0
17747;2005;51077;2.885749983;4.077537444;0;0
17748;2006;51077;2.885749983;4.262679877;0;0
17749;2007;51077;2.885749983;4.143134726;0;0
17752;2003;51079;2.724185983;5.308267697;0;0
17753;2004;51079;2.724185983;4.905274778;0;0
17754;2005;51079;2.724185983;4.828313737;0;0
17755;2006;51079;2.724185983;4.787491743;0;0
17756;2007;51079;2.724185983;4.709530201;0;0
17787;2003;51089;4.059235385;6.159095388;0;0
17788;2004;51089;4.059235385;5.963579344;0;0
17789;2005;51089;4.059235385;6.06610809;0;0
17790;2006;51089;4.059235385;5.981414211;0;0
17791;2007;51089;4.059235385;6.059123196;0;0
17493;2003;51109;3.243646483;5.459585514;0;0
17494;2004;51109;3.243646483;5.402677382;0;0
17495;2005;51109;3.243646483;5.556828062;0;0
17496;2006;51109;3.243646483;5.529429088;0;0
17497;2007;51109;3.243646483;5.710427017;0;0
17500;2003;51111;2.57611753;4.394449155;0;0
17501;2004;51111;2.57611753;4.356708827;0;0
17502;2005;51111;2.57611753;4.382026635;0;0
17503;2006;51111;2.57611753;4.382026635;0;0
17504;2007;51111;2.57611753;4.204692619;0;0
17535;2003;51121;4.42639035;6.968850378;0;0
17536;2004;51121;4.42639035;6.899723107;0;0
17537;2005;51121;4.42639035;6.957497371;0;0
17538;2006;51121;4.42639035;7.005789019;0;0
17539;2007;51121;4.42639035;7.057036982;0;0
17619;2003;51149;3.497930791;5.978885765;0;0
17620;2004;51149;3.497930791;5.866468057;0;0
17621;2005;51149;3.497930791;5.780743516;0;0
17622;2006;51149;3.497930791;5.713732806;0;0
17623;2007;51149;3.497930791;5.730099783;0;0
18102;2003;51185;3.797689015;6.214608098;0;0
18103;2004;51185;3.797689015;6.025865974;0;0
18104;2005;51185;3.797689015;6.194405391;0;0
18105;2006;51185;3.797689015;6.265301213;0;0
18106;2007;51185;3.797689015;6.148468296;0;0
18158;2003;51515;1.840390891;5.075173815;0;0
18159;2004;51515;1.840390891;5.117993812;0;0
18160;2005;51515;1.840390891;5.036952602;0;0
18161;2006;51515;1.840390891;5.209486153;0;0
18162;2007;51515;1.840390891;5.214935758;0;0
18165;2003;51520;2.854571854;6.102558595;0;0
18166;2004;51520;2.854571854;6.163314804;0;0
18167;2005;51520;2.854571854;6.202535517;0;0
18168;2006;51520;2.854571854;6.224558429;0;0
18169;2007;51520;2.854571854;6.289715571;0;0
17878;2003;51630;2.959016421;6.818924065;0;0
17879;2004;51630;2.959016421;6.920671504;0;0
17880;2005;51630;2.959016421;7.021976423;0;0
17881;2006;51630;2.959016421;6.993015123;0;0
17882;2007;51630;2.959016421;7.003065459;0;0
17892;2003;51650;4.986595302;7.626570206;0;0
17893;2004;51650;4.986595302;7.62754439;0;0
17894;2005;51650;4.986595302;7.70616297;0;0
17895;2006;51650;4.986595302;7.652070746;0;0
17896;2007;51650;4.986595302;7.578145472;0;0
17899;2003;51660;3.700511538;6.863803391;0;0
17900;2004;51660;3.700511538;6.851184927;0;0
17901;2005;51660;3.700511538;6.909753282;0;0
17902;2006;51660;3.700511538;6.955592608;0;0
17903;2007;51660;3.700511538;7.01571242;0;0
17920;2003;51680;4.178517192;7.217443432;0;0
17921;2004;51680;4.178517192;7.178545484;0;0
17922;2005;51680;4.178517192;7.221105098;0;0
17923;2006;51680;4.178517192;7.270312886;0;0
17924;2007;51680;4.178517192;7.377133713;0;0
17948;2003;51700;5.193789837;7.668561108;0;0
17949;2004;51700;5.193789837;7.732369222;0;0
17950;2005;51700;5.193789837;7.672292456;0;0
17951;2006;51700;5.193789837;7.730614066;0;0
17952;2007;51700;5.193789837;7.78113851;0;0
17955;2003;51710;5.457041856;7.983098941;0;0
17956;2004;51710;5.457041856;7.959625305;0;0
17957;2005;51710;5.457041856;7.953318347;0;0
17958;2006;51710;5.457041856;8.008698183;0;0
17959;2007;51710;5.457041856;8.014996894;0;0
17976;2003;51735;2.44806976;4.859812404;0;0
17977;2004;51735;2.44806976;4.919980926;0;0
17978;2005;51735;2.44806976;4.96284463;0;0
17979;2006;51735;2.44806976;4.997212274;0;0
17980;2007;51735;2.44806976;4.983606622;0;0
18004;2003;51770;4.55293961;7.668561108;0;0
18005;2004;51770;4.55293961;7.594381243;0;0
18006;2005;51770;4.55293961;7.608374474;0;0
18007;2006;51770;4.55293961;7.661527081;0;0
18008;2007;51770;4.55293961;7.735433352;0;0
18018;2003;51790;3.171909996;6.212606096;0;0
18019;2004;51790;3.171909996;6.192362489;0;0
18020;2005;51790;3.171909996;6.177944114;0;0
18021;2006;51790;3.171909996;6.198478716;0;0
18022;2007;51790;3.171909996;6.311734809;0;0
18025;2003;51800;4.15382343;6.608000625;0;0
18026;2004;51800;4.15382343;6.704414355;0;0
18027;2005;51800;4.15382343;6.716594774;0;0
18028;2006;51800;4.15382343;6.779921907;0;0
18029;2007;51800;4.15382343;6.831953566;0;0
18046;2003;51830;2.484739969;6.458338283;0;0
18047;2004;51830;2.484739969;6.428105273;0;0
18048;2005;51830;2.484739969;6.354370041;0;0
18049;2006;51830;2.484739969;6.426488457;0;0
18050;2007;51830;2.484739969;6.356107661;0;0
18053;2003;51840;3.160610917;6.965080346;0;0
18054;2004;51840;3.160610917;7.029087564;0;0
18055;2005;51840;3.160610917;7.006695227;0;0
18056;2006;51840;3.160610917;6.989335266;0;0
18057;2007;51840;3.160610917;7.022868086;0;0
18347;2003;54005;3.24005006;5.043425117;2007;1
18348;2004;54005;3.24005006;4.795790546;2007;1
18349;2005;54005;3.24005006;4.727387819;2007;1
18350;2006;54005;3.24005006;4.369447852;2007;1
18351;2007;54005;3.24005006;4.418840608;2007;1
18389;2003;54017;2.001885323;3.36729583;2007;1
18390;2004;54017;2.001885323;3.17805383;2007;1
18391;2005;54017;2.001885323;2.48490665;2007;1
18392;2006;54017;2.001885323;2.197224577;2007;1
18393;2007;54017;2.001885323;2.079441542;2007;1
18403;2003;54021;1.968509981;2.772588722;2007;1
18404;2004;54021;1.968509981;2.944438979;2007;1
18405;2005;54021;1.968509981;3.526360525;2007;1
18406;2006;54021;1.968509981;3.465735903;2007;1
18407;2007;54021;1.968509981;3.091042453;2007;1
18424;2003;54027;3.005831108;4.8978398;2007;1
18425;2004;54027;3.005831108;4.727387819;2007;1
18426;2005;54027;3.005831108;4.804021045;2007;1
18427;2006;54027;3.005831108;4.96284463;2007;1
18428;2007;54027;3.005831108;4.859812404;2007;1
18431;2003;54029;3.486365394;5.783825182;2007;1
18432;2004;54029;3.486365394;5.733341277;2007;1
18433;2005;54029;3.486365394;5.673323267;2007;1
18434;2006;54029;3.486365394;5.659482216;2007;1
18435;2007;54029;3.486365394;5.609471795;2007;1
18459;2003;54037;3.742183226;6.171700597;2007;1
18460;2004;54037;3.742183226;6.324358962;2007;1
18461;2005;54037;3.742183226;6.366470448;2007;1
18462;2006;54037;3.742183226;6.304448802;2007;1
18463;2007;54037;3.742183226;6.278521424;2007;1
18494;2003;54047;3.307948409;4.077537444;2007;1
18495;2004;54047;3.307948409;3.737669618;2007;1
18496;2005;54047;3.307948409;3.80666249;2007;1
18497;2006;54047;3.307948409;4.189654742;2007;1
18498;2007;54047;3.307948409;4.060443011;2007;1
18508;2003;54051;3.570067765;5.214935758;2007;1
18509;2004;54051;3.570067765;5.187385806;2007;1
18510;2005;54051;3.570067765;5.375278408;2007;1
18511;2006;54051;3.570067765;5.33753808;2007;1
18512;2007;54051;3.570067765;5.424950017;2007;1
18627;2003;54085;2.336309962;3.713572067;2007;1
18628;2004;54085;2.336309962;3.526360525;2007;1
18629;2005;54085;2.336309962;3.663561646;2007;1
18630;2006;54085;2.336309962;4.204692619;2007;1
18631;2007;54085;2.336309962;4.262679877;2007;1
18634;2003;54087;2.73735007;3.931825633;2007;1
18635;2004;54087;2.73735007;3.828641396;2007;1
18636;2005;54087;2.73735007;4.025351691;2007;1
18637;2006;54087;2.73735007;4.143134726;2007;1
18638;2007;54087;2.73735007;4.382026635;2007;1
18669;2003;54099;3.758941754;5.231108617;2007;1
18670;2004;54099;3.758941754;5.278114659;2007;1
18671;2005;54099;3.758941754;5.153291594;2007;1
18672;2006;54099;3.758941754;5.056245805;2007;1
18673;2007;54099;3.758941754;5.141663557;2007;1
18703;2003;55001;2.925470741;5.081404365;2006;1
18704;2004;55001;2.925470741;4.736198448;2006;1
18705;2005;55001;2.925470741;4.59511985;2006;1
18706;2006;55001;2.925470741;4.828313737;2006;1
18707;2007;55001;2.925470741;4.795790546;2006;1
18878;2003;55051;1.925853204;4.762173935;2006;1
18879;2004;55051;1.925853204;4.700480366;2006;1
18880;2005;55051;1.925853204;4.644390899;2006;1
18881;2006;55051;1.925853204;4.634728988;2006;1
18882;2007;55051;1.925853204;4.418840608;2006;1
18906;2003;55059;5.00781131;8.002359546;2006;1
18907;2004;55059;5.00781131;7.91644286;2006;1
18908;2005;55059;5.00781131;7.950502435;2006;1
18909;2006;55059;5.00781131;7.920809679;2006;1
18910;2007;55059;5.00781131;7.912056888;2006;1
18941;2003;55069;3.389158538;6.595780514;2006;1
18942;2004;55069;3.389158538;6.555356892;2006;1
18943;2005;55069;3.389158538;6.536691598;2006;1
18944;2006;55069;3.389158538;6.415096959;2006;1
18945;2007;55069;3.389158538;6.452048954;2006;1
18990;2003;55081;3.711105613;6.658011046;2006;1
18991;2004;55081;3.711105613;6.687108608;2006;1
18992;2005;55081;3.711105613;6.624065228;2006;1
18993;2006;55081;3.711105613;6.682108597;2006;1
18994;2007;55081;3.711105613;6.719013154;2006;1
19004;2003;55085;3.604845459;6.725033642;2006;1
19005;2004;55085;3.604845459;6.598509029;2006;1
19006;2005;55085;3.604845459;6.634633358;2006;1
19007;2006;55085;3.604845459;6.584791392;2006;1
19008;2007;55085;3.604845459;6.56526497;2006;1
19067;2003;55103;2.886140597;5.693732139;2006;1
19068;2004;55103;2.886140597;5.549076085;2006;1
19069;2005;55103;2.886140597;5.480638923;2006;1
19070;2006;55103;2.886140597;5.533389489;2006;1
19071;2007;55103;2.886140597;5.556828062;2006;1
19088;2003;55109;4.145592022;7.45760929;2006;1
19089;2004;55109;4.145592022;7.377133713;2006;1
19090;2005;55109;4.145592022;7.357556201;2006;1
19091;2006;55109;4.145592022;7.356279877;2006;1
19092;2007;55109;4.145592022;7.311218384;2006;1
19137;2003;55123;3.334202513;6.042632834;2006;1
19138;2004;55123;3.334202513;6.018593214;2006;1
19139;2005;55123;3.334202513;5.913503006;2006;1
19140;2006;55123;3.334202513;5.894402834;2006;1
19141;2007;55123;3.334202513;5.910796644;2006;1
19165;2003;55131;4.766378757;8.087025471;2006;1
19166;2004;55131;4.766378757;8.092545264;2006;1
19167;2005;55131;4.766378757;8.121183242;2006;1
19168;2006;55131;4.766378757;8.073402969;2006;1
19169;2007;55131;4.766378757;8.118207049;2006;1
19186;2003;55137;3.142167552;5.955837369;2006;1
19187;2004;55137;3.142167552;5.924255797;2006;1
19188;2005;55137;3.142167552;5.942799375;2006;1
19189;2006;55137;3.142167552;5.937536205;2006;1
19190;2007;55137;3.142167552;5.963579344;2006;1
